age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,exam_score,exam_score_quantile,cluster,cluster_kmeans
22,Male,0.8,3.9,2.4,No,62.9,5.5,Fair,0,Master,Good,31.5,Low,3,3
24,Male,5.4,3.4,0.9,No,82.7,6.2,Fair,1,Bachelor,Good,92.3,High,2,2
21,Female,2.1,3.1,4.2,No,86.4,5.2,Fair,1,Bachelor,Poor,50.1,Low,1,1
20,Female,2.5,4.3,2.4,No,84.5,8.6,Fair,3,Master,Good,49.4,Low,3,3
17,Female,2.6,1.4,1.2,No,83.6,8.5,Poor,5,Bachelor,Average,80.3,Medium-High,2,2
23,Male,5.6,4.6,1.1,No,85.4,5.4,Good,5,,Poor,89.7,High,1,1
21,Male,0.3,3.6,1.7,No,95.2,6.7,Poor,3,Bachelor,Average,33.6,Low,1,1
23,Male,8.2,2.2,1.5,No,83.1,5.7,Poor,2,Master,Good,100.0,High,2,2
17,Female,5.1,3.9,3.0,No,79.3,7.2,Good,1,Bachelor,Average,90.6,High,2,2
19,Female,3.8,1.2,2.0,No,82.2,7.1,Good,2,Bachelor,Average,66.3,Medium-Low,1,1
17,Male,3.4,1.5,1.0,No,90.8,7.5,Good,4,Bachelor,Poor,86.1,High,1,1
22,Female,3.9,1.8,3.9,No,99.1,6.9,Fair,1,Master,Good,65.5,Medium-Low,3,3
17,Male,4.3,1.9,1.9,No,78.7,10.0,Fair,4,,Good,82.9,High,2,2
17,Female,4.5,1.2,2.6,No,86.0,5.3,Good,0,Bachelor,Good,76.3,Medium-High,1,1
22,Female,4.3,4.0,1.1,Yes,88.4,4.4,Good,2,High School,Average,59.0,Medium-Low,0,0
20,Female,3.6,2.2,2.2,No,75.1,6.0,Fair,3,Bachelor,Average,76.1,Medium-High,1,1
24,Female,3.2,2.9,2.1,No,85.2,4.6,Good,1,Bachelor,Good,40.3,Low,1,1
17,Female,3.3,1.8,0.0,No,70.3,4.7,Poor,2,High School,Average,65.2,Medium-Low,1,1
22,Male,3.2,0.3,4.0,Yes,67.3,5.3,Good,3,High School,Good,43.9,Low,0,0
21,Female,5.2,2.8,3.2,No,88.7,5.4,Good,0,Bachelor,Good,89.5,High,1,1
19,Male,4.4,0.2,1.4,No,81.2,5.4,Good,1,High School,Average,80.7,Medium-High,2,2
19,Female,0.0,2.4,0.6,Yes,87.0,7.1,Good,4,High School,Average,53.0,Low,0,0
17,Female,4.5,0.9,2.2,No,84.8,5.9,Good,0,Bachelor,Good,70.6,Medium-High,3,3
20,Female,3.8,4.9,1.9,No,75.2,6.3,Poor,5,High School,Average,65.5,Medium-Low,3,3
20,Male,3.5,3.6,2.2,No,84.5,7.6,Fair,3,High School,Average,75.1,Medium-High,3,3
21,Female,2.9,2.6,2.0,No,72.7,5.6,Poor,1,Master,Good,43.5,Low,3,3
17,Female,5.2,4.0,2.4,No,98.9,6.2,Fair,1,High School,Average,80.6,Medium-High,2,2
19,Female,4.9,1.5,3.4,No,71.4,6.9,Good,6,High School,Good,88.2,High,1,1
20,Male,2.3,3.2,2.4,No,83.0,4.2,Fair,6,Bachelor,Poor,48.5,Low,1,1
17,Male,4.1,2.7,0.6,No,74.6,3.6,Fair,0,Bachelor,Good,67.3,Medium-Low,3,3
23,Male,2.0,2.8,3.3,No,90.7,6.9,Fair,1,Master,Poor,50.7,Low,3,3
20,Male,1.4,4.0,3.6,No,81.7,7.1,Good,3,Master,Poor,35.4,Low,3,3
22,Female,2.6,3.4,5.3,No,79.8,9.0,Poor,0,Bachelor,Good,49.1,Low,3,3
23,Male,4.8,2.8,0.6,No,93.5,6.7,Fair,4,High School,Good,85.4,High,2,2
24,Other,4.9,0.5,2.1,No,85.3,7.5,Poor,0,,Average,83.9,High,2,2
20,Male,4.3,1.3,0.0,Yes,90.2,6.3,Good,0,High School,Average,90.4,High,0,0
19,Male,4.6,2.4,2.4,No,75.2,6.9,Poor,4,High School,Good,87.8,High,2,2
18,Female,4.3,2.6,1.2,No,71.0,8.5,Good,5,Bachelor,Average,87.5,High,2,2
23,Female,2.5,1.1,3.9,No,86.1,4.0,Fair,6,Bachelor,Good,58.2,Low,3,3
24,Female,4.1,5.4,0.9,No,81.8,7.0,Poor,3,,Good,73.2,Medium-High,1,1
21,Female,4.7,4.3,0.0,No,91.3,9.1,Good,5,Bachelor,Good,83.5,High,2,2
21,Female,4.6,3.2,1.3,No,84.2,6.8,Poor,5,High School,Average,77.6,Medium-High,1,1
19,Male,5.3,2.6,0.0,Yes,87.1,8.5,Fair,5,High School,Average,98.4,High,2,2
20,Other,4.6,2.2,2.6,No,68.8,5.7,Poor,6,Bachelor,Good,78.5,Medium-High,2,2
17,Other,4.0,1.4,0.0,Yes,100.0,6.5,Fair,2,High School,Poor,81.1,Medium-High,0,0
20,Female,5.1,2.6,1.8,No,83.4,6.5,Fair,6,High School,Average,100.0,High,2,2
19,Male,3.5,2.8,0.0,No,92.0,3.8,Fair,5,,Poor,58.7,Medium-Low,1,1
21,Female,2.2,1.0,1.4,No,76.6,5.1,Poor,2,High School,Poor,62.6,Medium-Low,3,3
20,Male,3.3,2.9,3.6,No,88.1,5.2,Fair,4,Bachelor,Average,60.3,Medium-Low,1,1
21,Male,2.4,2.3,2.2,No,72.0,7.5,Good,6,Master,Average,63.9,Medium-Low,3,3
23,Male,2.5,0.2,0.9,Yes,89.5,7.5,Good,3,High School,Good,80.0,Medium-High,0,0
24,Male,3.3,1.5,1.8,Yes,81.4,6.9,Fair,5,High School,Average,62.6,Medium-Low,0,0
17,Female,2.3,2.0,1.8,No,85.3,7.5,Fair,1,Bachelor,Average,71.4,Medium-High,3,3
23,Female,3.0,4.8,2.3,Yes,92.0,6.3,Fair,4,Master,Poor,60.6,Medium-Low,0,0
21,Female,0.7,3.2,0.3,Yes,72.7,7.9,Fair,2,High School,Good,47.2,Low,0,0
21,Male,3.8,0.9,2.5,No,78.2,6.5,Poor,6,High School,Average,78.1,Medium-High,1,1
18,Male,3.5,3.1,0.0,No,89.6,6.6,Fair,3,Bachelor,Good,75.5,Medium-High,1,1
18,Male,2.3,0.6,1.1,No,100.0,6.2,Fair,0,Bachelor,Good,73.5,Medium-High,3,3
23,Other,4.5,3.8,1.3,No,83.6,7.3,Fair,3,High School,Poor,74.6,Medium-High,3,3
22,Male,4.9,1.9,2.5,No,90.9,6.0,Fair,3,Bachelor,Average,98.7,High,2,2
23,Female,1.1,2.4,1.8,No,83.9,7.7,Good,5,High School,Average,49.2,Low,1,1
18,Female,2.4,4.1,0.3,No,100.0,5.1,Poor,5,Bachelor,Good,67.4,Medium-Low,3,3
21,Male,2.3,1.0,0.7,No,67.5,5.2,Good,6,Bachelor,Good,72.5,Medium-High,3,3
19,Female,2.1,0.8,2.0,No,85.9,7.3,Good,6,Master,Good,68.4,Medium-Low,1,1
23,Female,4.7,1.8,1.7,No,68.7,6.4,Fair,2,High School,Average,70.0,Medium-Low,2,2
21,Female,3.2,3.7,1.2,No,59.9,6.0,Fair,6,High School,Good,56.1,Low,3,3
19,Female,3.1,0.7,1.3,Yes,88.0,7.6,Fair,2,High School,Poor,81.5,High,0,0
19,Male,0.5,0.0,2.6,Yes,86.4,5.8,Poor,5,Master,Poor,45.0,Low,0,0
18,Male,4.5,2.0,1.2,Yes,82.2,6.3,Fair,5,High School,Good,84.4,High,0,0
23,Female,1.6,3.2,1.7,No,83.9,8.2,Good,1,High School,Good,36.8,Low,3,3
20,Female,3.6,3.9,4.2,No,100.0,8.3,Poor,1,High School,Poor,65.6,Medium-Low,1,1
17,Male,3.9,1.9,0.2,No,82.4,8.4,Fair,4,Bachelor,Poor,93.5,High,1,1
18,Female,5.5,2.0,0.0,No,90.1,6.2,Good,5,High School,Poor,93.7,High,2,2
18,Female,1.5,3.9,2.7,No,78.5,8.0,Good,0,High School,Poor,42.3,Low,1,1
20,Female,0.0,0.3,1.1,Yes,88.0,5.4,Fair,1,High School,Average,53.3,Low,0,0
17,Male,3.8,2.0,1.4,No,82.6,5.4,Good,2,Master,Good,65.9,Medium-Low,3,3
21,Female,6.2,2.7,0.9,No,80.9,3.7,Fair,3,Bachelor,Good,87.9,High,2,2
22,Female,5.4,3.0,1.5,No,100.0,8.5,Poor,6,Bachelor,Good,94.5,High,2,2
23,Male,3.8,1.9,3.6,No,96.8,5.5,Fair,6,Master,Good,77.8,Medium-High,2,2
22,Male,2.8,2.5,2.7,Yes,86.4,6.3,Fair,4,Master,Average,74.6,Medium-High,0,0
21,Other,4.7,0.0,2.7,Yes,62.0,5.4,Good,1,High School,Good,67.5,Medium-Low,0,0
24,Male,2.0,1.7,0.2,Yes,81.4,7.3,Poor,3,Master,Good,66.5,Medium-Low,0,0
18,Female,4.2,3.0,0.5,No,100.0,6.0,Fair,3,,Average,78.4,Medium-High,2,2
17,Female,4.3,1.3,0.0,No,82.7,4.9,Fair,1,High School,Good,84.9,High,2,2
18,Male,5.1,2.6,0.9,No,96.0,7.0,Fair,0,Master,Average,96.6,High,2,2
19,Female,7.6,3.0,2.9,No,99.4,4.8,Poor,0,High School,Good,100.0,High,2,2
18,Male,4.1,2.1,2.4,No,87.2,5.5,Fair,4,High School,Good,83.1,High,2,2
18,Female,2.7,2.7,1.6,No,76.6,4.0,Good,0,High School,Average,36.9,Low,3,3
21,Male,3.5,1.3,1.8,Yes,60.6,4.8,Fair,4,Bachelor,Good,60.0,Medium-Low,0,0
21,Female,0.8,2.3,1.0,No,91.8,6.7,Fair,2,High School,Poor,44.3,Low,3,3
21,Male,2.5,3.2,2.0,No,76.9,4.1,Fair,1,Bachelor,Good,41.6,Low,3,3
22,Male,2.9,2.7,2.6,Yes,86.8,4.7,Fair,3,Master,Average,45.5,Low,0,0
19,Other,2.7,1.8,0.0,No,72.5,6.5,Fair,4,Bachelor,Poor,68.2,Medium-Low,3,3
24,Male,3.7,2.8,2.1,No,82.3,5.8,Good,6,High School,Average,75.5,Medium-High,2,2
24,Female,2.3,3.4,2.8,No,85.3,8.9,Good,0,Master,Good,40.9,Low,3,3
21,Male,5.2,0.0,1.3,No,87.7,8.7,Fair,6,High School,Poor,100.0,High,2,2
17,Female,3.5,3.9,2.6,No,73.9,5.5,Fair,4,High School,Good,65.6,Medium-Low,1,1
22,Male,3.5,2.1,4.9,No,97.0,7.2,Good,5,,Poor,75.9,Medium-High,3,3
20,Other,3.0,3.0,1.7,Yes,79.0,7.4,Fair,4,Bachelor,Good,69.8,Medium-Low,0,0
17,Male,3.7,3.9,2.2,Yes,68.3,5.8,Fair,0,High School,Good,66.6,Medium-Low,0,0
23,Male,4.7,0.9,1.0,Yes,83.9,4.7,Fair,5,High School,Average,84.5,High,0,0
23,Male,2.2,1.6,2.0,Yes,85.3,6.5,Good,5,High School,Average,65.6,Medium-Low,0,0
17,Male,2.5,2.2,2.3,No,86.6,6.3,Fair,0,High School,Good,46.8,Low,3,3
21,Female,3.0,1.6,2.0,No,98.6,6.0,Good,5,Bachelor,Good,67.7,Medium-Low,3,3
20,Male,1.5,4.6,0.7,Yes,82.6,7.0,Good,1,Bachelor,Good,45.4,Low,0,0
20,Female,2.3,1.5,2.0,No,83.8,5.6,Fair,3,Bachelor,Average,57.0,Low,3,3
22,Male,2.8,1.8,3.4,Yes,74.0,5.1,Good,6,High School,Average,58.4,Low,0,0
20,Male,4.8,2.7,2.3,No,93.2,6.6,Good,1,High School,Good,70.8,Medium-High,1,1
23,Female,3.9,1.1,2.9,No,86.8,7.0,Fair,1,Master,Average,75.7,Medium-High,2,2
19,Female,3.8,2.0,1.5,No,80.8,5.1,Poor,0,,Average,55.7,Low,3,3
21,Male,4.8,2.9,2.6,No,66.0,7.6,Poor,0,Master,Average,82.1,High,1,1
20,Male,3.3,2.1,2.1,No,99.4,4.4,Fair,6,High School,Good,71.4,Medium-High,1,1
22,Male,4.1,2.4,0.8,No,72.7,5.8,Fair,3,Master,Good,66.7,Medium-Low,3,3
23,Female,3.3,1.9,2.2,No,79.1,6.2,Fair,4,High School,Average,70.9,Medium-High,3,3
19,Female,3.9,0.7,0.7,Yes,88.6,5.7,Poor,1,High School,Poor,73.0,Medium-High,0,0
18,Male,2.6,2.9,1.1,Yes,73.0,5.8,Good,5,Bachelor,Poor,53.9,Low,0,0
18,Female,0.0,4.6,2.0,Yes,70.1,8.7,Fair,3,Bachelor,Average,43.4,Low,0,0
19,Female,3.3,2.5,2.1,No,63.8,5.5,Fair,1,High School,Average,55.4,Low,3,3
23,Female,5.6,2.8,0.5,Yes,92.2,9.4,Fair,4,Bachelor,Good,100.0,High,2,2
22,Female,4.9,3.3,3.0,No,79.5,7.0,Fair,5,Bachelor,Average,71.8,Medium-High,2,2
19,Male,4.9,1.0,2.4,No,100.0,6.6,Fair,1,,Average,89.2,High,2,2
21,Male,5.4,4.5,1.0,No,75.1,7.1,Fair,2,,Good,83.9,High,2,2
21,Male,3.6,2.7,0.1,No,75.8,9.5,Poor,6,High School,Average,89.1,High,2,2
18,Male,3.8,4.5,1.6,Yes,79.3,5.3,Good,3,High School,Good,53.5,Low,0,0
20,Female,2.6,1.6,1.3,Yes,87.4,5.2,Good,6,Bachelor,Poor,72.9,Medium-High,0,0
22,Female,3.0,4.7,1.9,No,80.3,5.6,Fair,0,High School,Average,61.0,Medium-Low,3,3
18,Male,4.4,3.4,1.4,No,91.1,6.5,Good,1,High School,Good,69.1,Medium-Low,3,3
20,Male,5.3,3.2,0.0,No,75.2,4.4,Good,5,High School,Good,77.2,Medium-High,2,2
20,Male,3.3,2.8,1.4,Yes,71.2,6.5,Poor,5,Bachelor,Average,71.9,Medium-High,0,0
24,Female,2.8,2.2,1.5,No,67.0,8.5,Good,3,High School,Good,74.7,Medium-High,1,1
21,Male,3.5,3.9,2.5,Yes,62.8,6.7,Good,3,,Good,74.5,Medium-High,0,0
23,Female,4.4,2.7,1.0,No,79.8,6.1,Fair,6,,Average,85.4,High,2,2
17,Male,1.3,0.1,3.6,No,82.0,5.8,Poor,5,Master,Average,44.3,Low,1,1
23,Male,0.1,1.2,0.0,No,78.7,7.6,Poor,5,High School,Good,53.4,Low,3,3
17,Other,2.7,2.3,3.2,Yes,97.4,5.5,Poor,5,Bachelor,Average,57.4,Low,0,0
19,Other,1.7,2.9,1.6,Yes,97.3,8.7,Good,1,,Good,53.6,Low,0,0
21,Male,2.7,2.4,2.7,No,81.7,8.8,Fair,5,High School,Good,58.8,Medium-Low,1,1
20,Female,3.3,4.0,1.9,No,67.1,6.8,Good,0,Bachelor,Good,43.5,Low,3,3
22,Female,2.8,0.2,3.1,No,79.3,6.5,Good,5,High School,Average,65.6,Medium-Low,3,3
17,Female,5.7,2.7,1.4,No,79.0,7.7,Good,0,Master,Average,89.8,High,2,2
23,Male,4.0,0.3,0.6,No,78.4,7.8,Good,1,Master,Good,89.5,High,2,2
20,Female,4.0,3.4,3.4,Yes,78.0,5.5,Poor,3,Bachelor,Average,68.8,Medium-Low,0,0
17,Female,4.4,2.4,1.7,No,78.5,5.9,Fair,0,Bachelor,Average,76.8,Medium-High,2,2
17,Female,1.8,3.0,2.0,No,81.1,4.9,Good,1,High School,Average,47.5,Low,3,3
24,Male,5.1,1.5,3.2,No,78.6,7.0,Poor,5,High School,Poor,89.3,High,1,1
17,Male,3.4,4.0,0.7,Yes,87.1,7.3,Poor,1,Master,Good,62.0,Medium-Low,0,0
22,Male,4.5,3.8,2.5,No,88.6,4.9,Good,5,Bachelor,Average,66.1,Medium-Low,1,1
21,Female,1.9,3.2,1.2,No,75.9,6.0,Good,6,Bachelor,Good,41.7,Low,3,3
22,Male,1.2,2.3,1.7,No,97.7,4.9,Fair,1,High School,Poor,28.0,Low,3,3
18,Female,4.7,3.2,1.9,No,75.2,5.4,Good,3,,Good,71.0,Medium-High,3,3
20,Other,4.1,1.7,0.1,Yes,68.8,7.2,Good,0,Master,Average,67.5,Medium-Low,0,0
21,Male,2.1,3.5,0.9,No,88.8,5.6,Fair,6,High School,Good,63.4,Medium-Low,3,3
24,Female,2.2,4.5,3.3,No,76.8,6.1,Poor,3,High School,Good,50.2,Low,3,3
21,Male,5.2,3.8,2.8,No,88.2,4.5,Good,2,High School,Poor,72.0,Medium-High,3,3
21,Female,1.7,1.6,1.7,No,61.0,6.7,Fair,5,Bachelor,Good,67.9,Medium-Low,1,1
23,Male,6.0,2.9,2.1,Yes,98.9,6.4,Poor,0,,Average,100.0,High,0,0
21,Female,2.1,0.9,1.5,No,91.7,5.6,Fair,3,Bachelor,Good,55.0,Low,1,1
24,Female,4.5,3.2,3.3,Yes,70.0,6.3,Good,0,High School,Good,59.9,Medium-Low,0,0
22,Female,3.0,3.0,1.6,No,70.2,6.7,Fair,2,Master,Good,63.2,Medium-Low,3,3
21,Female,4.4,0.3,2.1,No,100.0,5.5,Fair,4,Bachelor,Good,84.5,High,2,2
19,Female,2.7,1.1,3.1,No,77.6,4.7,Fair,5,High School,Average,50.8,Low,3,3
20,Female,3.3,2.2,0.9,No,76.7,8.7,Good,5,Bachelor,Poor,94.0,High,2,2
21,Female,3.6,2.1,3.5,Yes,62.3,5.7,Poor,1,High School,Average,65.6,Medium-Low,0,0
20,Female,2.0,1.0,0.1,No,81.5,6.4,Fair,5,High School,Average,61.7,Medium-Low,3,3
19,Male,4.6,3.0,3.6,No,82.7,7.7,Good,5,Master,Good,66.0,Medium-Low,1,1
19,Female,2.7,2.8,1.4,Yes,92.2,10.0,Poor,3,High School,Average,86.9,High,0,0
20,Female,3.2,2.3,1.5,No,71.0,5.0,Good,6,High School,Good,59.6,Medium-Low,3,3
17,Female,2.0,1.6,0.0,No,69.8,7.0,Good,5,High School,Average,49.1,Low,3,3
18,Male,0.0,3.8,1.3,Yes,89.5,5.7,Good,5,High School,Average,31.1,Low,0,0
23,Female,3.2,4.5,0.7,No,95.1,5.9,Fair,2,Master,Good,45.7,Low,3,3
17,Male,7.1,1.9,1.1,Yes,69.3,5.6,Good,6,High School,Average,100.0,High,2,2
17,Female,4.7,1.8,1.6,No,95.8,5.1,Good,2,Master,Good,81.1,Medium-High,2,2
22,Male,3.5,3.1,2.9,Yes,85.4,6.5,Good,0,Master,Average,55.1,Low,0,0
23,Female,3.1,2.1,2.0,No,95.9,4.7,Poor,0,High School,Good,53.3,Low,3,3
23,Other,3.5,2.3,2.1,No,84.3,7.6,Good,5,High School,Poor,89.1,High,1,1
17,Male,4.3,3.4,0.6,No,59.8,6.6,Fair,5,Master,Average,77.3,Medium-High,1,1
21,Other,1.7,0.2,0.8,No,83.5,7.0,Poor,1,High School,Good,56.4,Low,1,1
22,Male,5.2,4.1,3.8,No,95.6,5.9,Fair,0,,Good,76.1,Medium-High,3,3
22,Female,4.6,2.6,1.0,No,76.1,6.1,Good,3,High School,Average,74.6,Medium-High,2,2
19,Female,4.6,2.0,3.6,Yes,81.1,6.8,Fair,5,Bachelor,Average,83.0,High,0,0
24,Female,4.2,2.4,1.5,No,83.2,5.1,Fair,3,Bachelor,Average,85.9,High,1,1
23,Female,3.5,2.5,1.8,No,56.0,6.1,Good,5,High School,Average,64.5,Medium-Low,3,3
17,Female,4.5,0.4,3.0,No,100.0,5.5,Fair,3,High School,Good,91.9,High,2,2
19,Male,4.4,4.3,3.2,No,76.0,5.4,Good,4,Master,Good,74.6,Medium-High,3,3
20,Male,3.0,2.5,1.7,No,90.1,4.0,Fair,3,Bachelor,Poor,70.9,Medium-High,3,3
18,Female,2.6,3.0,1.4,No,84.1,8.1,Fair,6,Bachelor,Average,66.7,Medium-Low,3,3
24,Female,3.7,3.6,1.7,No,97.6,5.7,Good,0,Bachelor,Good,77.4,Medium-High,1,1
24,Female,5.8,1.3,2.2,Yes,89.1,7.9,Good,5,High School,Average,99.0,High,2,2
24,Female,1.6,3.1,2.8,No,82.7,7.8,Fair,0,Bachelor,Good,43.5,Low,1,1
22,Male,1.3,2.2,1.8,No,76.1,5.0,Good,6,High School,Poor,53.4,Low,3,3
20,Female,3.7,3.5,2.5,No,93.0,5.2,Poor,6,High School,Good,81.0,Medium-High,1,1
24,Male,3.6,0.0,3.6,No,66.3,9.6,Fair,3,Bachelor,Average,66.2,Medium-Low,2,2
20,Female,3.8,2.4,2.2,Yes,91.5,8.6,Fair,2,High School,Good,88.0,High,0,0
21,Male,3.9,1.8,2.1,No,74.0,6.5,Poor,2,Master,Average,64.4,Medium-Low,3,3
24,Male,3.2,3.0,0.1,No,97.5,6.8,Fair,6,High School,Average,82.4,High,2,2
18,Male,5.7,3.1,0.0,Yes,86.6,5.7,Fair,2,Master,Good,80.9,Medium-High,0,0
20,Male,1.1,1.7,2.2,No,91.4,7.0,Poor,5,Master,Poor,59.6,Medium-Low,3,3
20,Female,2.3,1.6,1.7,Yes,85.8,5.6,Fair,1,High School,Average,56.2,Low,0,0
18,Male,3.3,2.4,1.2,No,67.5,4.1,Fair,4,Bachelor,Average,72.5,Medium-High,1,1
24,Male,1.0,1.4,2.1,Yes,76.4,4.9,Fair,3,High School,Average,47.6,Low,0,0
18,Male,3.2,3.5,1.7,No,91.7,6.5,Good,1,Master,Good,63.6,Medium-Low,3,3
20,Male,6.0,2.1,3.0,No,86.7,5.1,Good,2,High School,Good,85.3,High,2,2
18,Male,3.5,0.0,1.9,No,96.8,6.4,Fair,3,Bachelor,Poor,71.8,Medium-High,3,3
20,Male,3.8,2.1,1.0,No,89.0,5.2,Good,1,High School,Good,70.9,Medium-High,3,3
20,Female,1.6,1.3,2.9,No,75.3,5.6,Good,0,High School,Average,41.7,Low,3,3
21,Female,2.6,0.5,1.6,No,77.0,7.5,Fair,2,High School,Good,76.1,Medium-High,1,1
17,Female,2.9,1.0,2.4,Yes,86.0,6.8,Poor,1,High School,Average,65.9,Medium-Low,0,0
20,Male,3.0,2.6,1.3,No,61.9,6.5,Good,5,Bachelor,Good,64.4,Medium-Low,1,1
24,Male,5.4,4.1,1.1,Yes,100.0,7.6,Fair,0,Bachelor,Average,69.7,Medium-Low,0,0
19,Female,4.3,2.9,1.9,No,89.4,7.1,Good,2,Bachelor,Average,74.9,Medium-High,2,2
